from,to
1667,1758
1667,1787
1667,1821
1675,560
1675,649
1675,894
1675,902
1675,1232
1675,1258
1675,1280
1675,1311
1675,1433
1675,1543
1677,601
1677,1320
1677,1758
1680,1320
1680,1701
1680,1721
1680,1739
1680,1741
1680,1758
1680,1787
1680,1821
1681,1734
1681,1758
1681,1807
1701,1787
1721,913
1721,1177
1721,1294
1721,1368
1721,1733
1721,1739
1721,1758
1721,1767
1721,1785
1721,1786
1721,1836
1721,1842
1721,1850
1721,1859
1721,1867
1721,1872
1721,1904
1724,1758
1724,1821
1726,1414
1726,1739
1726,1784
1733,1758
1733,1787
1733,1807
1733,1821
1733,1827
1733,1855
1734,1821
1739,913
1739,1177
1739,1294
1739,1758
1739,1762
1739,1786
1739,1787
1739,1805
1739,1836
1739,1842
1739,1850
1739,1851
1739,1859
1739,1897
1741,1758
1741,1787
1742,1758
1742,1807
1742,1821
1742,1825
1758,913
1758,1294
1758,1384
1758,1414
1758,1430
1758,1761
1758,1785
1758,1786
1758,1787
1758,1807
1758,1821
1758,1827
1758,1836
1758,1844
1758,1850
1758,1851
1758,1859
1758,1872
1758,1897
1758,1904
1767,1850
1785,1821
1786,1787
1786,1867
1787,52
1787,1842
1805,1414
1807,1414
1807,1821
1807,1825
1807,1897
1811,36
1811,275
1811,878
1811,1269
1811,1297
1811,1311
1811,1320
1811,1376
1811,1384
1811,1430
1811,1477
1811,1490
1811,1553
1811,1555
1811,1557
1811,1593
1811,1621
1811,1643
1811,1677
1811,1680
1811,1721
1811,1733
1811,1739
1811,1758
1811,1807
1811,1872
1811,1897
1821,1384
1821,1414
1821,1430
1821,1825
1821,1836
1821,1859
1821,1872
1821,1904
1825,1867
1827,1872
1829,36
1829,1320
1829,1385
1829,1426
1829,1433
1829,1473
1829,1496
1829,1502
1829,1507
1829,1555
1829,1557
1829,1593
1829,1628
1829,1659
1829,1665
1829,1680
1829,1681
1829,1741
1829,1742
1829,1758
1829,1787
1829,1825
1829,1872
1844,1867
1850,1414
1892,1320
1892,1344
1892,1376
1892,1433
1892,1593
1892,1721
1892,1733
1892,1739
1892,1758
